timestamp,RPM,MPH,Gear,Throttle,Brake
2025-09-11T21:53:29.989266,3329.0,0.0,0.0,,
2025-09-11T21:53:30.009823,3391.0,0.0,0.0,,
2025-09-11T21:53:30.030260,3433.0,0.0,0.0,,
2025-09-11T21:53:30.051437,3453.0,0.0,0.0,,
2025-09-11T21:53:30.072545,3489.0,0.0,0.0,,
2025-09-11T21:53:30.093834,3583.0,0.0,0.0,,
2025-09-11T21:53:30.108967,3624.0,0.0,0.0,,
2025-09-11T21:53:30.129354,3698.0,0.0,0.0,,
2025-09-11T21:53:30.155796,3865.0,0.0,0.0,,
2025-09-11T21:53:30.182763,3988.0,0.0,0.0,,
2025-09-11T21:53:30.189467,4028.0,0.0,0.0,,
2025-09-11T21:53:30.208899,4066.0,0.0,0.0,,
2025-09-11T21:53:30.229570,4107.0,0.0,0.0,,
2025-09-11T21:53:30.253032,4156.0,0.0,0.0,,
2025-09-11T21:53:30.273439,4209.0,0.0,0.0,,
2025-09-11T21:53:30.303636,4233.0,0.0,0.0,,
2025-09-11T21:53:30.316755,nan,0.0,0.0,,
2025-09-11T21:53:30.329447,4280.0,0.0,0.0,,
2025-09-11T21:53:30.348932,4327.0,0.0,0.0,,
2025-09-11T21:53:30.410042,4344.0,0.0,0.0,,
2025-09-11T21:53:30.426876,4382.0,0.0,0.0,,
2025-09-11T21:53:30.426953,4404.0,0.0,0.0,,
2025-09-11T21:53:30.430586,4400.0,0.0,0.0,,
2025-09-11T21:53:30.448515,4446.0,0.0,0.0,,
2025-09-11T21:53:30.469414,4506.0,0.0,0.0,,
2025-09-11T21:53:30.489268,4560.0,0.0,0.0,,
2025-09-11T21:53:30.514318,4607.0,0.0,0.0,,
2025-09-11T21:53:30.549132,4614.0,0.0,0.0,,
2025-09-11T21:53:30.549183,4667.0,0.0,0.0,,
2025-09-11T21:53:30.569191,4680.0,0.0,0.0,,
2025-09-11T21:53:30.589091,4721.0,0.0,0.0,,
2025-09-11T21:53:30.609313,4758.0,0.0,0.0,,
2025-09-11T21:53:30.641109,4808.0,0.0,0.0,,
2025-09-11T21:53:30.652953,4848.0,0.0,0.0,,
2025-09-11T21:53:30.673770,4905.0,0.0,0.0,,
2025-09-11T21:53:30.689229,4943.0,0.0,0.0,,
2025-09-11T21:53:30.715504,4991.0,0.0,0.0,,
2025-09-11T21:53:30.729150,5016.0,0.0,0.0,,
2025-09-11T21:53:30.772734,5073.0,0.0,0.0,,
2025-09-11T21:53:30.772798,5101.0,0.0,0.0,,
2025-09-11T21:53:30.791601,5163.0,0.0,0.0,,
2025-09-11T21:53:30.809410,5210.0,0.0,0.0,,
2025-09-11T21:53:30.829515,5257.0,0.0,0.0,,
2025-09-11T21:53:30.848714,5261.0,0.0,0.0,,
2025-09-11T21:53:30.868926,5303.0,0.0,0.0,,
2025-09-11T21:53:30.900524,5359.0,0.0,0.0,,
2025-09-11T21:53:30.916317,5420.0,0.0,0.0,,
2025-09-11T21:53:30.929177,5486.0,0.0,0.0,,
2025-09-11T21:53:30.949787,5567.0,0.0,0.0,,
2025-09-11T21:53:30.970915,5681.0,0.0,0.0,,
2025-09-11T21:53:30.987752,5781.0,0.0,0.0,,
2025-09-11T21:53:31.027420,5880.0,0.0,0.0,,
2025-09-11T21:53:31.046978,5980.0,0.0,0.0,,
2025-09-11T21:53:31.049100,6104.0,0.0,0.0,,
2025-09-11T21:53:31.068244,6189.0,0.0,0.0,,
2025-09-11T21:53:31.087873,6276.0,0.0,0.0,,
2025-09-11T21:53:31.107999,6313.0,0.0,0.0,,
2025-09-11T21:53:31.139226,6257.0,0.0,0.0,,
2025-09-11T21:53:31.151977,6231.0,0.0,0.0,,
2025-09-11T21:53:31.173200,6134.0,0.0,0.0,,
2025-09-11T21:53:31.188805,6027.0,0.0,0.0,,
2025-09-11T21:53:31.210595,5948.0,0.2,0.0,,
2025-09-11T21:53:31.229083,5873.0,0.2,0.0,,
2025-09-11T21:53:31.249503,5806.0,0.2,0.0,,
2025-09-11T21:53:31.275528,5734.0,0.3,0.0,,
2025-09-11T21:53:31.295418,5684.0,0.3,0.0,,
2025-09-11T21:53:31.309246,5604.0,0.3,0.0,,
2025-09-11T21:53:31.329396,nan,nan,nan,,
2025-09-11T21:53:31.353046,5440.0,0.5,1.0,,
2025-09-11T21:53:31.368864,5363.0,0.5,1.0,,
2025-09-11T21:53:31.391299,5273.0,0.6,1.0,,
2025-09-11T21:53:31.416339,5179.0,0.6,1.0,,
2025-09-11T21:53:31.429542,5142.0,0.6,1.0,,
2025-09-11T21:53:31.455528,5160.0,0.7,1.0,,
2025-09-11T21:53:31.469247,5166.0,0.7,1.0,,
2025-09-11T21:53:31.489140,5270.0,0.7,1.0,,
2025-09-11T21:53:31.540939,5352.0,0.8,1.0,,
2025-09-11T21:53:31.540992,5512.0,0.8,1.0,,
2025-09-11T21:53:31.557967,5690.0,0.8,1.0,,
2025-09-11T21:53:31.558014,5690.0,0.8,1.0,,
2025-09-11T21:53:31.569131,5873.0,0.9,1.0,,
2025-09-11T21:53:31.588691,6186.0,0.9,1.0,,
2025-09-11T21:53:31.608946,6415.0,0.9,1.0,,
2025-09-11T21:53:31.646772,6630.0,1.0,1.0,,
2025-09-11T21:53:31.661106,6818.0,1.0,1.0,,
2025-09-11T21:53:31.695611,7040.0,1.0,1.0,,
2025-09-11T21:53:31.695725,7289.0,1.0,1.0,,
2025-09-11T21:53:31.708765,7565.0,1.0,1.0,,
2025-09-11T21:53:31.728776,7870.0,1.1,1.0,,
2025-09-11T21:53:31.749030,8260.0,1.1,1.0,,
2025-09-11T21:53:31.771326,8595.0,1.1,1.0,,
2025-09-11T21:53:31.789677,8860.0,1.2,1.0,,
2025-09-11T21:53:31.811899,9162.0,1.2,1.0,,
2025-09-11T21:53:31.828867,9395.0,1.2,1.0,,
2025-09-11T21:53:31.848621,nan,1.2,1.0,,
2025-09-11T21:53:31.889490,9702.0,1.2,1.0,,
2025-09-11T21:53:31.900130,9830.0,1.2,1.0,,
2025-09-11T21:53:31.908754,9905.0,1.3,1.0,,
2025-09-11T21:53:31.928764,9924.0,1.3,1.0,,
2025-09-11T21:53:31.949460,9895.0,1.5,1.0,,
2025-09-11T21:53:31.971835,9834.0,1.5,1.0,,
2025-09-11T21:53:31.989718,9778.0,1.5,1.0,,
2025-09-11T21:53:32.012521,9683.0,1.6,1.0,,
2025-09-11T21:53:32.029327,9587.0,1.6,1.0,,
2025-09-11T21:53:32.050744,9491.0,1.8,1.0,,
2025-09-11T21:53:32.069011,9400.0,1.8,1.0,,
2025-09-11T21:53:32.089206,9308.0,1.8,1.0,,
2025-09-11T21:53:32.123516,9182.0,2.1,1.0,,
2025-09-11T21:53:32.134027,9067.0,2.1,1.0,,
2025-09-11T21:53:32.148950,9020.0,2.1,1.0,,
2025-09-11T21:53:32.168879,8936.0,2.4,1.0,,
2025-09-11T21:53:32.190636,8848.0,2.4,1.0,,
2025-09-11T21:53:32.220671,8767.0,2.4,1.0,,
2025-09-11T21:53:32.257511,8693.0,2.7,1.0,,
2025-09-11T21:53:32.257559,8623.0,2.7,1.0,,
2025-09-11T21:53:32.270753,8537.0,3.0,1.0,,
2025-09-11T21:53:32.288869,8462.0,3.0,1.0,,
2025-09-11T21:53:32.308948,8370.0,3.0,1.0,,
2025-09-11T21:53:32.357558,8296.0,3.3,1.0,,
2025-09-11T21:53:32.379633,8268.0,nan,nan,,
2025-09-11T21:53:32.386576,8103.0,3.3,nan,,
2025-09-11T21:53:32.390256,7991.0,3.6,1.0,,
2025-09-11T21:53:32.411831,7909.0,3.6,1.0,,
2025-09-11T21:53:32.429047,7829.0,3.9,1.0,,
2025-09-11T21:53:32.449447,7731.0,3.9,1.0,,
2025-09-11T21:53:32.474513,7636.0,3.9,1.0,,
2025-09-11T21:53:32.496689,7610.0,4.2,1.0,,
2025-09-11T21:53:32.512271,7478.0,4.2,1.0,,
2025-09-11T21:53:32.529990,7377.0,4.4,1.0,,
2025-09-11T21:53:32.548458,7318.0,4.4,1.0,,
2025-09-11T21:53:32.580815,7205.0,4.4,1.0,,
2025-09-11T21:53:32.608304,7053.0,4.7,1.0,,
2025-09-11T21:53:32.609122,6950.0,4.7,1.0,,
2025-09-11T21:53:32.632087,6814.0,5.0,1.0,,
2025-09-11T21:53:32.648611,6686.0,5.0,1.0,,
2025-09-11T21:53:32.669457,6589.0,5.0,1.0,,
2025-09-11T21:53:32.704457,6549.0,5.2,1.0,,
2025-09-11T21:53:32.714447,6552.0,5.2,1.0,,
2025-09-11T21:53:32.728937,6522.0,5.2,1.0,,
2025-09-11T21:53:32.749934,6525.0,5.5,1.0,,
2025-09-11T21:53:32.769193,6511.0,5.5,1.0,,
2025-09-11T21:53:32.822473,6506.0,5.7,1.0,,
2025-09-11T21:53:32.826805,6375.0,5.7,1.0,,
2025-09-11T21:53:32.830614,6238.0,5.7,1.0,,
2025-09-11T21:53:32.850004,6060.0,6.2,1.0,,
2025-09-11T21:53:32.895288,5898.0,6.2,1.0,,
2025-09-11T21:53:32.895331,5793.0,6.4,1.0,,
2025-09-11T21:53:32.920571,5627.0,6.4,1.0,,
2025-09-11T21:53:32.936616,5476.0,6.4,1.0,,
2025-09-11T21:53:32.951643,5417.0,6.6,1.0,,
2025-09-11T21:53:32.968806,5423.0,6.6,1.0,,
