Time	source	RPM	VSS	Gear	STR	TPS	CLT1	CLT2	OilTemp	MAP	MAT	FuelPres	OilPres	AFR	BatV	AccelZ	AccelX	AccelY	FR_Shock	FL_Shock	RR_Shock	RL_Shock	expectVss
s																							
1762640003072.000	10000000	9821.000	17.900	2.000	-39.500	41.400	184.600	185.200	158.700	63.600	114.400	41.600	17.700	14.100	12.800	1.285	-1.587	-0.312	28.334	40.206	12.046	31.621	27.281
1762640003072.000	10000000	9821.000	17.900	2.000	-39.500	41.400	184.600	185.200	158.700	63.600	114.400	41.600	17.700	14.100	12.800	1.285	-1.587	-0.312	28.483	40.342	12.170	31.485	27.281
1762640396288.000	10000000	9777.000	17.900	2.000	-39.500	41.400	184.600	185.200	158.700	63.900	114.400	41.600	17.700	14.100	12.800	1.285	-1.587	-0.312	32.949	40.454	12.207	31.510	27.158
1762640396288.000	10000000	9777.000	17.900	2.000	-39.500	41.400	184.600	185.200	158.700	63.900	114.400	41.600	17.700	14.100	12.800	1.285	-1.587	-0.312	28.532	40.417	12.194	31.596	27.158
1762640396288.000	10000000	9741.000	17.900	2.000	-39.500	41.400	184.600	185.200	158.700	63.900	114.400	41.600	17.700	14.100	12.800	1.285	-1.587	-0.312	28.706	40.429	12.132	31.646	27.058
1762640396288.000	10000000	9741.000	17.900	2.000	-39.500	41.400	184.600	185.200	158.700	63.900	114.400	41.600	17.700	14.100	12.800	1.285	-1.587	-0.312	28.532	40.603	12.194	31.547	27.058
1762640396288.000	10000000	9741.000	17.900	2.000	-39.500	41.400	184.600	185.200	158.700	63.900	114.400	41.600	17.700	14.100	12.800	1.285	-1.587	-0.312	28.520	40.776	12.269	31.671	27.058
1762640396288.000	10000000	9741.000	17.900	2.000	-39.500	41.400	184.600	185.200	158.700	63.900	114.400	40.100	17.600	13.700	12.800	1.285	-1.587	-0.312	28.582	40.702	12.257	31.845	27.058
1762640396288.000	10000000	9741.000	17.900	2.000	-39.500	41.400	184.600	185.200	158.700	63.900	114.400	40.100	17.600	13.700	12.800	1.285	-1.587	-0.312	28.520	40.615	12.381	32.006	27.058
1762640396288.000	10000000	9741.000	17.900	2.000	-39.500	41.400	184.600	185.200	158.700	63.600	114.400	40.100	17.600	13.700	12.800	1.285	-1.587	-0.312	28.545	40.727	12.294	32.055	27.058
1762640396288.000	10000000	9741.000	17.900	2.000	-39.500	41.400	184.600	185.200	158.700	63.600	114.400	40.100	17.600	13.700	12.800	1.285	-1.587	-0.312	28.532	40.776	12.480	32.242	27.058
1762640396288.000	10000000	9741.000	17.900	2.000	-39.500	41.400	184.600	185.200	158.700	63.600	114.400	40.100	17.600	13.700	12.800	1.285	-1.587	-0.312	28.433	40.677	12.914	32.378	27.058
1762640396288.000	10000000	9741.000	17.900	2.000	-39.500	41.400	184.600	185.200	158.700	63.600	114.400	40.100	17.600	13.700	12.800	1.285	-1.587	-0.312	28.557	40.789	13.088	32.552	27.058
1762640396288.000	10000000	9741.000	17.900	2.000	-39.500	41.400	184.600	185.200	158.700	63.600	114.400	40.100	17.600	13.700	12.800	1.285	-1.587	-0.312	28.557	40.628	13.286	32.701	27.058
1762640396288.000	10000000	9741.000	17.900	2.000	-39.500	41.400	184.600	185.200	158.700	63.600	114.400	40.100	17.600	13.700	12.800	1.285	-1.587	-0.312	28.532	40.442	13.497	32.800	27.058
1762640396288.000	10000000	9741.000	17.900	2.000	-39.500	41.400	184.600	185.200	158.900	63.600	114.400	41.600	17.700	13.700	12.800	1.285	-1.587	-0.312	28.644	40.206	13.820	32.862	27.058
1762640396288.000	10000000	9741.000	17.900	2.000	-39.500	41.400	184.600	185.200	158.900	63.600	114.400	41.600	17.700	13.700	12.800	1.285	-1.587	-0.312	27.056	39.660	16.574	33.891	27.058
1762640396288.000	10000000	9741.000	17.900	2.000	-39.500	41.400	184.600	185.200	158.900	63.700	114.400	41.600	17.700	13.700	12.800	1.285	-1.587	-0.312	26.882	39.734	17.119	34.028	27.058
1762640396288.000	10000000	9741.000	17.900	2.000	-39.500	41.400	184.600	185.200	158.900	63.700	114.400	42.700	16.900	13.500	12.800	1.623	-0.864	0.811	26.833	39.586	17.231	34.003	27.058
1762640396288.000	10000000	9769.000	17.900	2.000	-39.500	41.400	184.600	185.200	158.900	63.700	114.400	42.700	16.900	13.500	12.800	1.623	-0.864	0.811	26.758	39.685	17.330	34.090	27.136
1762640396288.000	10000000	9769.000	17.900	2.000	-41.300	41.400	184.600	185.200	158.900	63.700	114.400	42.700	16.900	13.500	12.800	1.623	-0.864	0.811	26.746	39.598	17.653	34.425	27.136
1762640396288.000	10000000	9769.000	17.900	2.000	-41.300	41.400	184.600	185.200	158.900	63.700	114.400	42.700	16.900	13.500	12.800	1.623	-0.864	0.811	26.696	39.635	17.802	34.338	27.136
1762640396288.000	10000000	9769.000	17.900	2.000	-41.300	41.400	184.600	185.200	158.900	63.700	114.400	44.900	16.600	13.500	12.800	1.623	-0.864	0.811	26.895	39.648	18.013	34.450	27.136
1762640396288.000	10000000	9769.000	17.900	2.000	-37.800	41.400	184.600	185.200	158.900	63.600	114.400	44.900	16.600	13.500	12.800	1.623	-0.864	0.811	26.858	39.610	18.075	34.636	27.136
1762640003072.000	10000000	9769.000	17.800	2.000	-37.800	41.400	184.600	185.200	158.900	63.600	114.400	44.900	16.600	13.500	12.800	1.623	-0.864	0.811	26.882	39.610	18.335	34.772	27.136
1762640396288.000	10000000	9769.000	17.800	2.000	-37.800	41.400	184.600	185.200	158.900	63.600	114.400	42.300	16.100	13.500	12.800	1.623	-0.864	0.811	26.758	39.660	18.521	35.020	27.136
1762640396288.000	10000000	9817.000	17.800	2.000	-37.800	41.400	184.600	185.200	158.900	63.600	114.400	42.300	16.100	13.500	12.800	1.623	-0.864	0.811	26.771	39.536	19.141	36.770	27.269
1762640396288.000	10000000	9817.000	17.800	2.000	-37.800	41.400	184.600	185.200	158.900	63.600	114.400	43.300	15.300	13.500	12.800	1.623	-0.864	0.811	26.783	39.598	19.166	36.832	27.269
1762640003072.000	10000000	9817.000	17.800	2.000	-37.800	41.400	184.600	185.200	158.900	63.600	114.400	43.300	15.300	13.500	12.800	1.623	-0.864	0.811	26.746	39.598	19.154	36.720	27.269
1762640396288.000	10000000	9929.000	17.800	2.000	-37.800	41.400	184.600	185.200	158.900	63.600	114.400	43.300	15.300	13.500	12.800	1.623	-0.864	0.811	26.833	39.412	19.166	36.707	27.581
